title,overview,homepage
A Gang Story,"After growing up in a poor gypsy camp, Edmond Vidal, aka Momon, has retained a sense of family, unfailing loyalty and pride in his origins. Most of all, he has remained friends with Serge Suttel, with whom he first discovered prison life - for stealing cherries. The two of them inevitably got involved in organized crime. The team they formed, the Ganf Des Lyonnais, made them the most notorious armed robbers of the early 1970s. Their irresistible rise ended in 1974 with a spectacular arrest. Today, as he nears 60, Momon would like to forget that part of his life. He has found peace by retiring from the ""business"". He tends to his wife Janou, who suffered so in the past, and to his children and grandchildren, all of whom have great respect for this man of simple and universal values, so clear-headed and full of kindness. But then Serge Suttel, who has disowned nothing of his past, comes back into the picture.",http://les-lyonnais.gaumont.fr/
Don’t Stop Believin’: Everyman’s Journey,"Follows the real life rock-n-roll fairy tale story of Filipino Arnel Pineda, who was plucked from You Tube to become the front man for iconic American rock band, Journey, thereby becoming the latest performer to go from the Internet to real life celebrity. Having already overcome a life full of painful obstacles and now saddled with the immense pressures of leading a world renowned band and replacing a legendary singer, the film follows Arnel on this personal journey.",http://www.everymansjourney.com/
Blank City,"In the years before Ronald Reagan took office, Manhattan was in ruins. But true art has never come from comfort, and it was precisely those dire circumstances that inspired artists like Jim Jarmusch, Lizzy Borden, and Amos Poe to produce some of their best works. Taking their cues from punk rock and new wave music, these young maverick filmmakers confronted viewers with a stark reality that stood in powerful contrast to the escapist product being churned out by Hollywood.",http://www.blankcityfilm.com/
Electrick Children,"Electrick Children tells the story of Rachel, a rambunctious girl from a polygamist colony in southern Utah. On Rachel’s 15th birthday, she finds a forbidden cassette tape. Having never seen anything like it before, Rachel plays the cassette tape, and finds glorious rock &amp; roll thereupon. Weeks later, Rachel realizes a miracle has occurred- and the cassette tape must have something to do with it. She leaves her family and runs away to the closest city: Las Vegas. There she searches for the singer of the band on the cassette tape. She has a wild adventure and ultimately discovers who she really is: an ELECTRICK CHILD.",http://www.electrickchildren.com/
Moebius,"A wife, overwhelmed with hatred for her husband, inflicts an unspeakable wound on their son, as the family heads towards horrific destruction.",http://www.ramreleasing.com/films/moebius/
Wetlands,"Helen is a nonconformist teenage girl who maintains a conflictual relationship with her parents. Hanging out most of her time with her friend Corinna, with whom she breaks one social taboo after another, she uses sex as a way to rebel and break the conventional bourgeois ethic. After an intimate shaving accident, Helen ends up in the hospital where it doesn’t take long before she makes waves. But there she finds Robin, a male nurse who will sweep her off her feet...",http://www.feuchtgebiete-film.de/
Free to Play,"Follow three professional video game players as they overcome personal adversity, family pressures, and the realities of life to compete in a $1,000,000 tournament that could change their lives forever.",http://www.freetoplaythemovie.com
Trailer Park Jesus,"Jessie deals with a bad breakup, by purchasing a sheet of acid to share with his friends back home in Missouri. He hopes this will erase the bad memory of his college girlfriend, delivering the heartbreaking news to him, during sex. Departing New Orleans, Jessie detours onto Route 61, seeking a change of routine from the monotony of the Interstate. Unexpectedly, his engine fails at a forgotten trailer park in Cleveland, Mississippi. Fearful he's about to be harmed by bikers, Jessie exchanges hits of L.S.D. for safe passage home. During the ebb and flow of the day, Jessie experiences the extraordinary in the pedestrian, whilst resurrecting the lives of many. Inspired by a true misadventure.",http://www.trailerparkjesus.com/
Jean-Michel Basquiat: The Radiant Child,"Director Tamra Davis pays homage to her friend in this definitive documentary but also delves into Basquiat as an iconoclast. His dense, bebop-influenced neoexpressionist work emerged while minimalist, conceptual art was the fad; as a successful black artist, he was constantly confronted by racism and misconceptions. Much can be gleaned from insider interviews and archival footage, but it is Basquiat's own words and work that powerfully convey the mystique and allure of both the artist and the man.",http://http://www.jean-michelbasquiattheradiantchild.com/
Barabbas,"Barabbas or Jesus Barabbas (literally ""son of the father"" or ""Jesus, son of the father"" respectively) is a figure in the account of the Passion of Christ, in which he is the insurrectionary whom Pontius Pilate freed at the Passover feast in Jerusalem, instead of Jesus Christ.",http://www.reelz.com/barabbas/
Nitro Circus: The Movie,"You will see Travis Pastrana and the whole Nitro Circus crew perform some of the most ridiculous, awe-inspiring, and simply insane stunts ever caught on camera. Coming to you in three dimensional glory, it will feel like you are there sitting shotgun with the crew.",http://nitrocircus.com/go/the-nitro-circus-3d-movie/
The Girl from the Naked Eye,"Jake is a driver for a seedy escort service operating out of 'The Naked Eye strip club', he's a street thug type who falls for a witty high-class escort named Sandy. Except one night Sandy is found murdered, the only clues left behind are cell phone calls made the night she died. To avenge Sandy's death Jake must risk everything and walk a bloody path to find her killer.",http://nakedeyemovie.com/
Forgetting the Girl,"Kevin is obsessed with finding a girl who can help him forget his unpleasant past. However, all his encounters with the opposite sex inevitably go afoul. As the rejections mount, Kevin's futile search for happiness and love becomes overwhelmingly turbulent, forcing him to take desperate measures.",http://www.forgettingthegirl.com
